date,province,cum_no,daily_no,cum_no_perc_pop,daily_no_perc_pop
2020-12-05,LP,18808,45,0.314,0.001
2020-12-06,LP,18836,28,0.315,0.0
2020-12-07,LP,18856,20,0.315,0.0
2020-12-08,LP,18883,27,0.316,0.0
2020-12-09,LP,18940,57,0.317,0.001
2020-12-10,LP,19021,81,0.318,0.001
2020-12-11,LP,19108,87,0.319,0.001
2020-12-12,LP,19212,104,0.321,0.002
2020-12-13,LP,19303,91,0.323,0.002
2020-12-14,LP,19348,45,0.323,0.001
2020-12-15,LP,19406,58,0.324,0.001
2020-12-16,LP,19561,155,0.327,0.003
2020-12-17,LP,19686,125,0.329,0.002
2020-12-18,LP,19771,85,0.33,0.001
2020-12-19,LP,20027,256,0.335,0.004
2020-12-20,LP,20220,193,0.338,0.003
2020-12-21,LP,20354,134,0.34,0.002
2020-12-22,LP,20519,165,0.343,0.003
2020-12-23,LP,20903,384,0.349,0.006
2020-12-24,LP,21299,396,0.356,0.007
2020-12-25,LP,21978,679,0.367,0.011
2020-12-26,LP,22392,414,0.374,0.007
2020-12-27,LP,22705,313,0.38,0.005
2020-12-28,LP,22896,191,0.383,0.003
2020-12-29,LP,23356,460,0.39,0.008
2020-12-30,LP,24106,750,0.403,0.013
2020-12-31,LP,25076,970,0.419,0.016
2021-01-01,LP,25975,899,0.434,0.015
2021-01-02,LP,26705,730,0.446,0.012
2021-01-03,LP,27489,784,0.459,0.013
2021-01-04,LP,28333,844,0.474,0.014
2021-01-05,LP,29265,932,0.489,0.016
2021-01-06,LP,30840,1575,0.515,0.026
2021-01-07,LP,32493,1653,0.543,0.028
2021-01-08,LP,34040,1547,0.569,0.026
2021-01-09,LP,35813,1773,0.599,0.03
2021-01-10,LP,37197,1384,0.622,0.023
2021-01-11,LP,38878,1681,0.65,0.028
2020-03-05,MP,0,0,0.0,0.0
2020-03-07,MP,0,0,0.0,0.0
2020-03-08,MP,0,0,0.0,0.0
2020-03-09,MP,0,0,0.0,0.0
2020-03-11,MP,0,0,0.0,0.0
2020-03-12,MP,1,1,0.0,0.0
2020-03-13,MP,1,0,0.0,0.0
2020-03-14,MP,1,0,0.0,0.0
2020-03-15,MP,1,0,0.0,0.0
2020-03-16,MP,2,1,0.0,0.0
2020-03-17,MP,2,0,0.0,0.0
2020-03-18,MP,4,2,0.0,0.0
2020-03-19,MP,5,1,0.0,0.0
2020-03-20,MP,5,0,0.0,0.0
2020-03-21,MP,5,0,0.0,0.0
2020-03-22,MP,5,0,0.0,0.0
2020-03-23,MP,9,4,0.0,0.0
2020-03-24,MP,9,0,0.0,0.0
2020-03-25,MP,8,-1,0.0,-0.0
2020-03-26,MP,9,1,0.0,0.0
2020-03-28,MP,10,1,0.0,0.0
2020-03-29,MP,11,1,0.0,0.0
2020-03-30,MP,11,0,0.0,0.0
2020-03-31,MP,12,1,0.0,0.0
2020-04-01,MP,12,0,0.0,0.0
2020-04-02,MP,13,1,0.0,0.0
2020-04-03,MP,13,0,0.0,0.0
2020-04-04,MP,18,5,0.0,0.0
2020-04-05,MP,18,0,0.0,0.0
2020-04-06,MP,18,0,0.0,0.0
2020-04-08,MP,21,3,0.0,0.0
2020-04-09,MP,20,-1,0.0,-0.0
2020-04-10,MP,20,0,0.0,0.0
2020-04-11,MP,20,0,0.0,0.0
2020-04-12,MP,21,1,0.0,0.0
2020-04-13,MP,22,1,0.0,0.0
2020-04-14,MP,22,0,0.0,0.0
2020-04-15,MP,22,0,0.0,0.0
2020-04-16,MP,22,0,0.0,0.0
2020-04-17,MP,23,1,0.001,0.0
2020-04-18,MP,25,2,0.001,0.0
2020-04-19,MP,23,-2,0.001,-0.0
2020-04-20,MP,23,0,0.001,0.0
2020-04-21,MP,24,1,0.001,0.0
2020-04-22,MP,23,-1,0.001,-0.0
2020-04-23,MP,23,0,0.001,0.0
2020-04-24,MP,24,1,0.001,0.0
2020-04-25,MP,23,-1,0.001,-0.0
2020-04-26,MP,23,0,0.001,0.0
2020-04-27,MP,26,3,0.001,0.0
2020-04-28,MP,26,0,0.001,0.0
2020-04-29,MP,31,5,0.001,0.0
2020-04-30,MP,36,5,0.001,0.0
2020-05-01,MP,35,-1,0.001,-0.0
2020-05-02,MP,40,5,0.001,0.0
2020-05-03,MP,46,6,0.001,0.0
2020-05-04,MP,53,7,0.001,0.0
2020-05-05,MP,57,4,0.001,0.0
2020-05-06,MP,57,0,0.001,0.0
2020-05-07,MP,59,2,0.001,0.0
2020-05-08,MP,60,1,0.001,0.0
2020-05-09,MP,61,1,0.001,0.0
2020-05-10,MP,61,0,0.001,0.0
2020-05-11,MP,63,2,0.001,0.0
2020-05-12,MP,63,0,0.001,0.0
2020-05-13,MP,66,3,0.001,0.0
2020-05-14,MP,67,1,0.001,0.0
2020-05-15,MP,67,0,0.001,0.0
2020-05-16,MP,68,1,0.001,0.0
2020-05-17,MP,71,3,0.002,0.0
2020-05-18,MP,76,5,0.002,0.0
2020-05-19,MP,78,2,0.002,0.0
2020-05-20,MP,93,15,0.002,0.0
2020-05-21,MP,95,2,0.002,0.0
2020-05-22,MP,98,3,0.002,0.0
2020-05-23,MP,97,-1,0.002,-0.0
2020-05-24,MP,101,4,0.002,0.0
2020-05-25,MP,103,2,0.002,0.0
2020-05-26,MP,103,0,0.002,0.0
2020-05-27,MP,106,3,0.002,0.0
2020-05-28,MP,111,5,0.002,0.0
2020-05-29,MP,112,1,0.002,0.0
2020-05-30,MP,113,1,0.002,0.0
2020-05-31,MP,121,8,0.003,0.0
2020-06-01,MP,131,10,0.003,0.0
2020-06-02,MP,132,1,0.003,0.0
2020-06-03,MP,137,5,0.003,0.0
2020-06-04,MP,144,7,0.003,0.0
2020-06-05,MP,169,25,0.004,0.001
2020-06-06,MP,181,12,0.004,0.0
2020-06-07,MP,189,8,0.004,0.0
2020-06-08,MP,183,-6,0.004,-0.0
2020-06-09,MP,184,1,0.004,0.0
2020-06-10,MP,207,23,0.005,0.001
2020-06-11,MP,228,21,0.005,0.0
2020-06-12,MP,243,15,0.005,0.0
2020-06-13,MP,271,28,0.006,0.001
2020-06-14,MP,297,26,0.006,0.001
2020-06-15,MP,322,25,0.007,0.001
2020-06-16,MP,343,21,0.007,0.0
2020-06-17,MP,391,48,0.009,0.001
2020-06-18,MP,461,70,0.01,0.002
2020-06-19,MP,505,44,0.011,0.001
2020-06-20,MP,544,39,0.012,0.001
2020-06-21,MP,573,29,0.012,0.001
2020-06-22,MP,596,23,0.013,0.001
2020-06-23,MP,662,66,0.014,0.001
2020-06-24,MP,713,51,0.016,0.001
2020-06-25,MP,783,70,0.017,0.002
2020-06-26,MP,855,72,0.019,0.002
2020-06-27,MP,925,70,0.02,0.002
2020-06-28,MP,1015,90,0.022,0.002
2020-06-29,MP,1089,74,0.024,0.002
2020-06-30,MP,1190,101,0.026,0.002
2020-07-01,MP,1306,116,0.028,0.003
2020-07-02,MP,1478,172,0.032,0.004
2020-07-03,MP,1611,133,0.035,0.003
2020-07-04,MP,1818,207,0.04,0.005
2020-07-05,MP,1965,147,0.043,0.003
2020-07-06,MP,2173,208,0.047,0.005
2020-07-07,MP,2353,180,0.051,0.004
2020-07-08,MP,2528,175,0.055,0.004
2020-07-09,MP,2902,374,0.063,0.008
2020-07-10,MP,3273,371,0.071,0.008
2020-07-11,MP,3621,348,0.079,0.008
2020-07-12,MP,3977,356,0.087,0.008
2020-07-13,MP,4299,322,0.094,0.007
2020-07-14,MP,4576,277,0.1,0.006
2020-07-15,MP,5051,475,0.11,0.01
2020-07-16,MP,5572,521,0.121,0.011
2020-07-17,MP,6073,501,0.132,0.011
2020-07-18,MP,6644,571,0.145,0.012
2020-07-19,MP,7129,485,0.155,0.011
2020-07-20,MP,7424,295,0.162,0.006
2020-07-21,MP,7664,240,0.167,0.005
2020-07-22,MP,8286,622,0.18,0.014
2020-07-23,MP,8987,701,0.196,0.015
2020-07-24,MP,9756,769,0.212,0.017
2020-07-25,MP,10417,661,0.227,0.014
2020-07-26,MP,11008,591,0.24,0.013
2020-07-27,MP,11386,378,0.248,0.008
2020-07-28,MP,11552,166,0.252,0.004
2020-07-29,MP,12442,890,0.271,0.019
2020-07-30,MP,13280,838,0.289,0.018
2020-07-31,MP,14101,821,0.307,0.018
2020-08-01,MP,14681,580,0.32,0.013
2020-08-02,MP,15120,439,0.329,0.01
2020-08-03,MP,15395,275,0.335,0.006
2020-08-04,MP,15716,321,0.342,0.007
2020-08-05,MP,17135,1419,0.373,0.031
2020-08-06,MP,17803,668,0.388,0.015
2020-08-07,MP,18266,463,0.398,0.01
2020-08-08,MP,18734,468,0.408,0.01
2020-08-09,MP,19239,505,0.419,0.011
2020-08-10,MP,19455,216,0.424,0.005
2020-08-11,MP,19533,78,0.425,0.002
2020-08-12,MP,19755,222,0.43,0.005
2020-08-13,MP,20111,356,0.438,0.008
2020-08-14,MP,20554,443,0.448,0.01
2020-08-15,MP,20915,361,0.455,0.008
2020-08-16,MP,21289,374,0.464,0.008
2020-08-17,MP,21474,185,0.468,0.004
2020-08-18,MP,21717,243,0.473,0.005
2020-08-19,MP,22067,350,0.481,0.008
2020-08-20,MP,22459,392,0.489,0.009
2020-08-21,MP,22701,242,0.494,0.005
2020-08-22,MP,22902,201,0.499,0.004
2020-08-23,MP,23100,198,0.503,0.004
2020-08-24,MP,23163,63,0.504,0.001
2020-08-25,MP,23336,173,0.508,0.004
2020-08-26,MP,23555,219,0.513,0.005
2020-08-27,MP,23677,122,0.516,0.003
2020-08-28,MP,23765,88,0.518,0.002
2020-08-29,MP,23946,181,0.521,0.004
2020-08-30,MP,24132,186,0.526,0.004
2020-08-31,MP,24405,273,0.531,0.006
2020-09-01,MP,24470,65,0.533,0.001
2020-09-02,MP,24605,135,0.536,0.003
2020-09-03,MP,24746,141,0.539,0.003
2020-09-04,MP,24836,90,0.541,0.002
2020-09-05,MP,24976,140,0.544,0.003
2020-09-06,MP,25076,100,0.546,0.002
2020-09-07,MP,25125,49,0.547,0.001
2020-09-08,MP,25198,73,0.549,0.002
2020-09-09,MP,25311,113,0.551,0.002
2020-09-10,MP,25425,114,0.554,0.002
2020-09-11,MP,25540,115,0.556,0.003
2020-09-12,MP,25680,140,0.559,0.003
2020-09-13,MP,25750,70,0.561,0.002
2020-09-14,MP,25825,75,0.562,0.002
2020-09-15,MP,25860,35,0.563,0.001
2020-09-16,MP,25986,126,0.566,0.003
2020-09-17,MP,26104,118,0.568,0.003
2020-09-18,MP,26262,158,0.572,0.003
2020-09-19,MP,26389,127,0.575,0.003
2020-09-20,MP,26479,90,0.577,0.002
2020-09-21,MP,26525,46,0.578,0.001
2020-09-22,MP,26612,87,0.58,0.002
2020-09-23,MP,26712,100,0.582,0.002
2020-09-24,MP,26842,130,0.585,0.003
2020-09-25,MP,26914,72,0.586,0.002
2020-09-26,MP,26934,20,0.587,0.0
2020-09-27,MP,27021,87,0.588,0.002
2020-09-28,MP,27069,48,0.589,0.001
2020-09-29,MP,27163,94,0.592,0.002
2020-09-30,MP,27267,104,0.594,0.002
2020-10-01,MP,27376,109,0.596,0.002
2020-10-02,MP,27441,65,0.598,0.001
2020-10-03,MP,27525,84,0.599,0.002
2020-10-04,MP,27591,66,0.601,0.001
2020-10-05,MP,27625,34,0.602,0.001
2020-10-06,MP,27718,93,0.604,0.002
2020-10-07,MP,27800,82,0.605,0.002
2020-10-08,MP,27925,125,0.608,0.003
2020-10-09,MP,28006,81,0.61,0.002
2020-10-10,MP,28115,109,0.612,0.002
2020-10-11,MP,28168,53,0.613,0.001
2020-10-12,MP,28211,43,0.614,0.001
2020-10-13,MP,28286,75,0.616,0.002
2020-10-14,MP,28379,93,0.618,0.002
2020-10-15,MP,28466,87,0.62,0.002
2020-10-16,MP,28593,127,0.623,0.003
2020-10-17,MP,28660,67,0.624,0.001
2020-10-18,MP,28752,92,0.626,0.002
2020-10-19,MP,28830,78,0.628,0.002
2020-10-20,MP,28899,69,0.629,0.002
2020-10-21,MP,29023,124,0.632,0.003
2020-10-22,MP,29109,86,0.634,0.002
2020-10-23,MP,29195,86,0.636,0.002
2020-10-24,MP,29281,86,0.638,0.002
2020-10-25,MP,29333,52,0.639,0.001
2020-10-26,MP,29384,51,0.64,0.001
2020-10-27,MP,29473,89,0.642,0.002
2020-10-28,MP,29553,80,0.644,0.002
2020-10-29,MP,29652,99,0.646,0.002
2020-10-30,MP,29763,111,0.648,0.002
2020-10-31,MP,29829,66,0.65,0.001
2020-11-01,MP,29865,36,0.65,0.001
2020-11-02,MP,29901,36,0.651,0.001
2020-11-03,MP,29936,35,0.652,0.001
2020-11-04,MP,29998,62,0.653,0.001
2020-11-05,MP,30070,72,0.655,0.002
2020-11-06,MP,30157,87,0.657,0.002
2020-11-07,MP,30233,76,0.658,0.002
2020-11-08,MP,30274,41,0.659,0.001
2020-11-09,MP,30305,31,0.66,0.001
2020-11-10,MP,30385,80,0.662,0.002
2020-11-11,MP,30459,74,0.663,0.002
2020-11-12,MP,30520,61,0.665,0.001
2020-11-13,MP,30571,51,0.666,0.001
2020-11-14,MP,30611,40,0.667,0.001
2020-11-15,MP,30676,65,0.668,0.001
2020-11-16,MP,30705,29,0.669,0.001
2020-11-17,MP,30758,53,0.67,0.001
2020-11-18,MP,30799,41,0.671,0.001
2020-11-19,MP,30885,86,0.673,0.002
2020-11-20,MP,30971,86,0.674,0.002
2020-11-21,MP,31024,53,0.676,0.001
2020-11-22,MP,31072,48,0.677,0.001
2020-11-23,MP,31086,14,0.677,0.0
2020-11-24,MP,31121,35,0.678,0.001
2020-11-25,MP,31163,42,0.679,0.001
2020-11-26,MP,31215,52,0.68,0.001
2020-11-27,MP,31268,53,0.681,0.001
2020-11-28,MP,31317,49,0.682,0.001
2020-11-29,MP,31360,43,0.683,0.001
2020-11-30,MP,31375,15,0.683,0.0
2020-12-01,MP,31434,59,0.685,0.001
2020-12-02,MP,31493,59,0.686,0.001
2020-12-03,MP,31556,63,0.687,0.001
2020-12-04,MP,31626,70,0.689,0.002
2020-12-05,MP,31677,51,0.69,0.001
2020-12-06,MP,31737,60,0.691,0.001
2020-12-07,MP,31773,36,0.692,0.001
2020-12-08,MP,31819,46,0.693,0.001
2020-12-09,MP,31906,87,0.695,0.002
2020-12-10,MP,31998,92,0.697,0.002
2020-12-11,MP,32092,94,0.699,0.002
2020-12-12,MP,32203,111,0.701,0.002
2020-12-13,MP,32297,94,0.703,0.002
2020-12-14,MP,32341,44,0.704,0.001
2020-12-15,MP,32408,67,0.706,0.001
2020-12-16,MP,32553,145,0.709,0.003
2020-12-17,MP,32730,177,0.713,0.004
2020-12-18,MP,32829,99,0.715,0.002
2020-12-19,MP,33025,196,0.719,0.004
2020-12-20,MP,33228,203,0.724,0.004
2020-12-21,MP,33335,107,0.726,0.002
2020-12-22,MP,33493,158,0.729,0.003
2020-12-23,MP,33785,292,0.736,0.006
2020-12-24,MP,34084,299,0.742,0.007
2020-12-25,MP,34463,379,0.75,0.008
2020-12-26,MP,34723,260,0.756,0.006
2020-12-27,MP,34920,197,0.76,0.004
2020-12-28,MP,35162,242,0.766,0.005
2020-12-29,MP,35511,349,0.773,0.008
2020-12-30,MP,36159,648,0.787,0.014
2020-12-31,MP,36707,548,0.799,0.012
2021-01-01,MP,37460,753,0.816,0.016
2021-01-02,MP,38139,679,0.831,0.015
2021-01-03,MP,38541,402,0.839,0.009
2021-01-04,MP,39045,504,0.85,0.011
2021-01-05,MP,39528,483,0.861,0.011
2021-01-06,MP,40751,1223,0.887,0.027
2021-01-07,MP,41927,1176,0.913,0.026
2021-01-08,MP,43364,1437,0.944,0.031
2021-01-09,MP,44818,1454,0.976,0.032
2021-01-10,MP,45894,1076,0.999,0.023
2021-01-11,MP,46830,936,1.02,0.02
2020-03-05,NC,0,0,0.0,0.0
2020-03-07,NC,0,0,0.0,0.0
2020-03-08,NC,0,0,0.0,0.0
2020-03-09,NC,0,0,0.0,0.0
2020-03-11,NC,0,0,0.0,0.0
2020-03-12,NC,0,0,0.0,0.0
2020-03-13,NC,0,0,0.0,0.0
2020-03-14,NC,0,0,0.0,0.0
2020-03-15,NC,0,0,0.0,0.0
2020-03-16,NC,0,0,0.0,0.0
2020-03-17,NC,0,0,0.0,0.0
2020-03-18,NC,0,0,0.0,0.0
2020-03-19,NC,0,0,0.0,0.0
2020-03-20,NC,0,0,0.0,0.0
2020-03-21,NC,0,0,0.0,0.0
2020-03-22,NC,0,0,0.0,0.0
2020-03-23,NC,2,2,0.0,0.0
2020-03-24,NC,2,0,0.0,0.0
2020-03-25,NC,2,0,0.0,0.0
2020-03-26,NC,2,0,0.0,0.0
2020-03-28,NC,5,3,0.0,0.0
2020-03-29,NC,6,1,0.0,0.0
2020-03-30,NC,3,-3,0.0,-0.0
2020-03-31,NC,6,3,0.0,0.0
2020-04-01,NC,7,1,0.001,0.0
2020-04-02,NC,7,0,0.001,0.0
2020-04-03,NC,7,0,0.001,0.0
2020-04-04,NC,7,0,0.001,0.0
2020-04-05,NC,8,1,0.001,0.0
2020-04-06,NC,8,0,0.001,0.0
2020-04-08,NC,13,5,0.001,0.0
2020-04-09,NC,15,2,0.001,0.0
2020-04-10,NC,15,0,0.001,0.0
2020-04-11,NC,16,1,0.001,0.0
2020-04-12,NC,16,0,0.001,0.0
2020-04-13,NC,16,0,0.001,0.0
2020-04-14,NC,16,0,0.001,0.0
2020-04-15,NC,16,0,0.001,0.0
2020-04-16,NC,16,0,0.001,0.0
2020-04-17,NC,16,0,0.001,0.0
2020-04-18,NC,16,0,0.001,0.0
2020-04-19,NC,16,0,0.001,0.0
2020-04-20,NC,18,2,0.001,0.0
2020-04-21,NC,16,-2,0.001,-0.0
2020-04-22,NC,16,0,0.001,0.0
2020-04-23,NC,16,0,0.001,0.0
2020-04-24,NC,16,0,0.001,0.0
2020-04-25,NC,16,0,0.001,0.0
2020-04-26,NC,17,1,0.001,0.0
2020-04-27,NC,17,0,0.001,0.0
2020-04-28,NC,17,0,0.001,0.0
2020-04-29,NC,17,0,0.001,0.0
2020-04-30,NC,17,0,0.001,0.0
2020-05-01,NC,18,1,0.001,0.0
2020-05-02,NC,23,5,0.002,0.0
2020-05-03,NC,24,1,0.002,0.0
2020-05-04,NC,25,1,0.002,0.0
2020-05-05,NC,26,1,0.002,0.0
2020-05-06,NC,26,0,0.002,0.0
2020-05-07,NC,27,1,0.002,0.0
2020-05-08,NC,27,0,0.002,0.0
2020-05-09,NC,28,1,0.002,0.0
2020-05-10,NC,29,1,0.002,0.0
2020-05-11,NC,30,1,0.002,0.0
2020-05-12,NC,30,0,0.002,0.0
2020-05-13,NC,30,0,0.002,0.0
2020-05-14,NC,31,1,0.002,0.0
2020-05-15,NC,34,3,0.003,0.0
2020-05-16,NC,35,1,0.003,0.0
2020-05-17,NC,37,2,0.003,0.0
2020-05-18,NC,37,0,0.003,0.0
2020-05-19,NC,37,0,0.003,0.0
2020-05-20,NC,38,1,0.003,0.0
2020-05-21,NC,37,-1,0.003,-0.0
2020-05-22,NC,39,2,0.003,0.0
2020-05-23,NC,40,1,0.003,0.0
2020-05-24,NC,40,0,0.003,0.0
2020-05-25,NC,45,5,0.004,0.0
2020-05-26,NC,45,0,0.004,0.0
2020-05-27,NC,48,3,0.004,0.0
2020-05-28,NC,51,3,0.004,0.0
2020-05-29,NC,52,1,0.004,0.0
2020-05-30,NC,57,5,0.005,0.0
2020-05-31,NC,69,12,0.005,0.001
2020-06-01,NC,82,13,0.006,0.001
2020-06-02,NC,91,9,0.007,0.001
2020-06-03,NC,93,2,0.007,0.0
2020-06-04,NC,95,2,0.008,0.0
2020-06-05,NC,102,7,0.008,0.001
2020-06-06,NC,105,3,0.008,0.0
2020-06-07,NC,114,9,0.009,0.001
2020-06-08,NC,118,4,0.009,0.0
2020-06-09,NC,122,4,0.01,0.0
2020-06-10,NC,125,3,0.01,0.0
2020-06-11,NC,132,7,0.01,0.001
2020-06-12,NC,138,6,0.011,0.0
2020-06-13,NC,144,6,0.011,0.0
2020-06-14,NC,156,12,0.012,0.001
2020-06-15,NC,205,49,0.016,0.004
2020-06-16,NC,211,6,0.017,0.0
2020-06-17,NC,211,0,0.017,0.0
2020-06-18,NC,214,3,0.017,0.0
2020-06-19,NC,218,4,0.017,0.0
2020-06-20,NC,232,14,0.018,0.001
2020-06-21,NC,237,5,0.019,0.0
2020-06-22,NC,254,17,0.02,0.001
2020-06-23,NC,270,16,0.021,0.001
2020-06-24,NC,299,29,0.024,0.002
2020-06-25,NC,318,19,0.025,0.002
2020-06-26,NC,337,19,0.027,0.002
2020-06-27,NC,355,18,0.028,0.001
2020-06-28,NC,385,30,0.03,0.002
2020-06-29,NC,404,19,0.032,0.002
2020-06-30,NC,465,61,0.037,0.005
2020-07-01,NC,494,29,0.039,0.002
2020-07-02,NC,573,79,0.045,0.006
2020-07-03,NC,626,53,0.05,0.004
2020-07-04,NC,686,60,0.054,0.005
2020-07-05,NC,734,48,0.058,0.004
2020-07-06,NC,820,86,0.065,0.007
2020-07-07,NC,888,68,0.07,0.005
2020-07-08,NC,974,86,0.077,0.007
2020-07-09,NC,1039,65,0.082,0.005
2020-07-10,NC,1168,129,0.092,0.01
2020-07-11,NC,1266,98,0.1,0.008
2020-07-12,NC,1401,135,0.111,0.011
2020-07-13,NC,1522,121,0.12,0.01
2020-07-14,NC,1579,57,0.125,0.005
2020-07-15,NC,1667,88,0.132,0.007
2020-07-16,NC,1831,164,0.145,0.013
2020-07-17,NC,2044,213,0.162,0.017
2020-07-18,NC,2197,153,0.174,0.012
2020-07-19,NC,2266,69,0.179,0.005
2020-07-20,NC,2351,85,0.186,0.007
2020-07-21,NC,2539,188,0.201,0.015
2020-07-22,NC,2727,188,0.216,0.015
2020-07-23,NC,2970,243,0.235,0.019
2020-07-24,NC,3175,205,0.251,0.016
2020-07-25,NC,3389,214,0.268,0.017
2020-07-26,NC,3600,211,0.285,0.017
2020-07-27,NC,3875,275,0.307,0.022
2020-07-28,NC,3997,122,0.316,0.01
2020-07-29,NC,4135,138,0.327,0.011
2020-07-30,NC,4402,267,0.348,0.021
2020-07-31,NC,4741,339,0.375,0.027
2020-08-01,NC,4961,220,0.393,0.017
2020-08-02,NC,5131,170,0.406,0.013
2020-08-03,NC,5302,171,0.42,0.014
2020-08-04,NC,5379,77,0.426,0.006
2020-08-05,NC,5638,259,0.446,0.02
2020-08-06,NC,5932,294,0.469,0.023
2020-08-07,NC,6185,253,0.489,0.02
2020-08-08,NC,6366,181,0.504,0.014
2020-08-09,NC,6621,255,0.524,0.02
2020-08-10,NC,6802,181,0.538,0.014
2020-08-11,NC,6861,59,0.543,0.005
2020-08-12,NC,6957,96,0.55,0.008
2020-08-13,NC,7122,165,0.564,0.013
2020-08-14,NC,7443,321,0.589,0.025
2020-08-15,NC,7735,292,0.612,0.023
2020-08-16,NC,7840,105,0.62,0.008
2020-08-17,NC,8021,181,0.635,0.014
2020-08-18,NC,8129,108,0.643,0.009
2020-08-19,NC,8341,212,0.66,0.017
2020-08-20,NC,8575,234,0.678,0.019
2020-08-21,NC,8818,243,0.698,0.019
2020-08-22,NC,8996,178,0.712,0.014
2020-08-23,NC,9129,133,0.722,0.011
2020-08-24,NC,9322,193,0.738,0.015
2020-08-25,NC,9375,53,0.742,0.004
2020-08-26,NC,9500,125,0.752,0.01
2020-08-27,NC,9829,329,0.778,0.026
2020-08-28,NC,10043,214,0.795,0.017
2020-08-29,NC,10284,241,0.814,0.019
2020-08-30,NC,10568,284,0.836,0.022
2020-08-31,NC,10726,158,0.849,0.013
2020-09-01,NC,10837,111,0.857,0.009
2020-09-02,NC,11020,183,0.872,0.014
2020-09-03,NC,11313,293,0.895,0.023
2020-09-04,NC,11521,208,0.912,0.016
2020-09-05,NC,11718,197,0.927,0.016
2020-09-06,NC,11923,205,0.943,0.016
2020-09-07,NC,12085,162,0.956,0.013
2020-09-08,NC,12222,137,0.967,0.011
2020-09-09,NC,12407,185,0.982,0.015
2020-09-10,NC,12630,223,0.999,0.018
2020-09-11,NC,12919,289,1.022,0.023
2020-09-12,NC,13123,204,1.038,0.016
2020-09-13,NC,13391,268,1.06,0.021
2020-09-14,NC,13564,173,1.073,0.014
2020-09-15,NC,13616,52,1.077,0.004
2020-09-16,NC,13727,111,1.086,0.009
2020-09-17,NC,14003,276,1.108,0.022
2020-09-18,NC,14376,373,1.137,0.03
2020-09-19,NC,14731,355,1.166,0.028
2020-09-20,NC,15037,306,1.19,0.024
2020-09-21,NC,15163,126,1.2,0.01
2020-09-22,NC,15280,117,1.209,0.009
2020-09-23,NC,15560,280,1.231,0.022
2020-09-24,NC,15745,185,1.246,0.015
2020-09-25,NC,15946,201,1.262,0.016
2020-09-26,NC,16065,119,1.271,0.009
2020-09-27,NC,16243,178,1.285,0.014
2020-09-28,NC,16397,154,1.297,0.012
2020-09-29,NC,16469,72,1.303,0.006
2020-09-30,NC,16661,192,1.318,0.015
2020-10-01,NC,16893,232,1.337,0.018
2020-10-02,NC,17121,228,1.355,0.018
2020-10-03,NC,17412,291,1.378,0.023
2020-10-04,NC,17746,334,1.404,0.026
2020-10-05,NC,17876,130,1.414,0.01
2020-10-06,NC,18000,124,1.424,0.01
2020-10-07,NC,18207,207,1.441,0.016
2020-10-08,NC,18388,181,1.455,0.014
2020-10-09,NC,18628,240,1.474,0.019
2020-10-10,NC,18888,260,1.494,0.021
2020-10-11,NC,19078,190,1.509,0.015
2020-10-12,NC,19172,94,1.517,0.007
2020-10-13,NC,19265,93,1.524,0.007
2020-10-14,NC,19382,117,1.534,0.009
2020-10-15,NC,19630,248,1.553,0.02
2020-10-16,NC,19814,184,1.568,0.015
2020-10-17,NC,19950,136,1.578,0.011
2020-10-18,NC,20159,209,1.595,0.017
2020-10-19,NC,20381,222,1.613,0.018
2020-10-20,NC,20448,67,1.618,0.005
2020-10-21,NC,20690,242,1.637,0.019
2020-10-22,NC,20887,197,1.653,0.016
2020-10-23,NC,21151,264,1.674,0.021
2020-10-24,NC,21257,106,1.682,0.008
2020-10-25,NC,21275,18,1.683,0.001
2020-10-26,NC,21433,158,1.696,0.013
2020-10-27,NC,21458,25,1.698,0.002
2020-10-28,NC,21560,102,1.706,0.008
2020-10-29,NC,21691,131,1.716,0.01
2020-10-30,NC,21836,145,1.728,0.011
2020-10-31,NC,21912,76,1.734,0.006
2020-11-01,NC,22007,95,1.741,0.008
2020-11-02,NC,22039,32,1.744,0.003
2020-11-03,NC,22062,23,1.746,0.002
2020-11-04,NC,22134,72,1.751,0.006
2020-11-05,NC,22210,76,1.757,0.006
2020-11-06,NC,22284,74,1.763,0.006
2020-11-07,NC,22344,60,1.768,0.005
2020-11-08,NC,22396,52,1.772,0.004
2020-11-09,NC,22426,30,1.774,0.002
2020-11-10,NC,22463,37,1.777,0.003
2020-11-11,NC,22502,39,1.78,0.003
2020-11-12,NC,22575,73,1.786,0.006
2020-11-13,NC,22627,52,1.79,0.004
2020-11-14,NC,22669,42,1.794,0.003
2020-11-15,NC,22725,56,1.798,0.004
2020-11-16,NC,22751,26,1.8,0.002
2020-11-17,NC,22771,20,1.802,0.002
2020-11-18,NC,22796,25,1.804,0.002
2020-11-19,NC,22835,39,1.807,0.003
2020-11-20,NC,22905,70,1.812,0.006
2020-11-21,NC,22929,24,1.814,0.002
2020-11-22,NC,22952,23,1.816,0.002
2020-11-23,NC,22968,16,1.817,0.001
2020-11-24,NC,23003,35,1.82,0.003
2020-11-25,NC,23044,41,1.823,0.003
2020-11-26,NC,23095,51,1.827,0.004
2020-11-27,NC,23118,23,1.829,0.002
2020-11-28,NC,23156,38,1.832,0.003
2020-11-29,NC,23185,29,1.834,0.002
2020-11-30,NC,23198,13,1.835,0.001
2020-12-01,NC,23213,15,1.837,0.001
